Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0000010	EDO07010.2,EDO07361.1	KAF8817700.1,KAF8819452.1,KAF8819884.1,KAF8820131.1,KAF8820202.1,KAF8821245.1,KAF8822398.1,KAF8822488.1,KAF8822551.1,KAF8822553.1	cgd3_2320-RA	cyc_00340,cyc_02540,cyc_04447,cyc_04535,cyc_04910,cyc_06936,cyc_07410,cyc_07784,cyc_07785	ETH2_0420500,ETH2_0741200,ETH2_0741300,ETH2_0844400,ETH2_0858000,ETH2_0935200,ETH2_1504600	Htart_000227900	VWU48246,VWU49765	Ncaninum_LIV_000045400,Ncaninum_LIV_000181300,Ncaninum_LIV_000236200,Ncaninum_LIV_000401500,Ncaninum_LIV_000441700,Ncaninum_LIV_000535300,Ncaninum_LIV_000545500,Ncaninum_LIV_000558600,Ncaninum_LIV_000596500,Ncaninum_LIV_000687600	NEPH_000405-T1,NEPH_000718-T1,NEPH_001675-T1,NEPH_001936-T1,NEPH_001986-T1,NEPH_002924-T1,NEPH_005992-T1,NEPH_006862-T1	PF3D7_1321500.1,PF3D7_1321600.1	PGSY75_1321500.1,PGSY75_1321500.2,PGSY75_1321600.1	PGAL8A_00280200,PGAL8A_00517800,PGAL8A_00517900	PKNH_1422100,PKNH_1422200	PRCDC_1320500.1,PRCDC_1320600.1	PVP01_1422300,PVP01_1422400	SN3_00103545,SN3_00200855,SN3_00202050,SN3_00601010,SN3_04000250		TGME49_202540,TGME49_224840,TGME49_241880,TGME49_257080,TGME49_266920,TGME49_272650,TGME49_280410,TGME49_310520,TGME49_318675
OG0000011														PRCDC_0002600.1,PRCDC_0007000.1,PRCDC_0008800.1,PRCDC_0009100.1,PRCDC_0010900.1,PRCDC_0011100.1,PRCDC_0011200.1,PRCDC_0012400.1,PRCDC_0015800.1,PRCDC_0016300.1,PRCDC_0016400.1,PRCDC_0017500.1,PRCDC_0017600.1,PRCDC_0018100.1,PRCDC_0018400.1,PRCDC_0018500.1,PRCDC_0018600.1,PRCDC_0021300.1,PRCDC_0021600.1,PRCDC_0022850.1,PRCDC_0024300.1,PRCDC_0025300.1,PRCDC_0025700.1,PRCDC_0026000.1,PRCDC_0026100.1,PRCDC_0027000.1,PRCDC_0027300.1,PRCDC_0028300.1,PRCDC_0028800.1,PRCDC_0028900.1,PRCDC_0029500.1,PRCDC_0030200.1,PRCDC_0030500.1,PRCDC_0030700.1,PRCDC_0031200.1,PRCDC_0032900.1,PRCDC_0033100.1,PRCDC_0033500.1,PRCDC_0034400.1,PRCDC_0034900.1,PRCDC_0035100.1,PRCDC_0035400.1,PRCDC_0035900.1,PRCDC_0038200.1,PRCDC_0038400.1,PRCDC_0042000.1,PRCDC_0042200.1,PRCDC_0044000.1,PRCDC_0044200.1,PRCDC_0045800.1,PRCDC_0047500.1,PRCDC_0047600.1,PRCDC_0048100.1,PRCDC_0048400.1,PRCDC_0050200.1,PRCDC_0050800.1,PRCDC_0051200.1,PRCDC_0051300.1,PRCDC_0051700.1,PRCDC_0052800.1,PRCDC_0053100.1,PRCDC_0054100.1,PRCDC_0054600.1,PRCDC_0055600.1,PRCDC_0055800.1,PRCDC_0056000.1,PRCDC_0056100.1,PRCDC_0057100.1,PRCDC_0057700.1,PRCDC_0058100.1,PRCDC_0059500.1,PRCDC_0059700.1,PRCDC_0060700.1,PRCDC_0061400.1,PRCDC_0200100.1,PRCDC_0729100.1,PRCDC_1100300.1				
OG0000012															PVP01_0001500,PVP01_0001600,PVP01_0001790,PVP01_0001900,PVP01_0002240,PVP01_0002330,PVP01_0002400,PVP01_0002710,PVP01_0002750,PVP01_0002950,PVP01_0003140,PVP01_0003150,PVP01_0003290,PVP01_0003330,PVP01_0003350,PVP01_0004010,PVP01_0004350,PVP01_0004410,PVP01_0004920,PVP01_0004950,PVP01_0004990,PVP01_0005350,PVP01_0005430,PVP01_0005740,PVP01_0005800,PVP01_0006260,PVP01_0006510,PVP01_0006930,PVP01_0007080,PVP01_0007290,PVP01_0007660,PVP01_0007790,PVP01_0007800,PVP01_0007830,PVP01_0007950,PVP01_0008090,PVP01_0008240,PVP01_0009040,PVP01_0009070,PVP01_0009220,PVP01_0009340,PVP01_0009410,PVP01_0009810,PVP01_0010070,PVP01_0010120,PVP01_0010240,PVP01_0010590,PVP01_0010640,PVP01_0010700,PVP01_0010880,PVP01_0100100,PVP01_0122200,PVP01_0220100,PVP01_0220200,PVP01_0403200,PVP01_0533800,PVP01_0534000,PVP01_0534500,PVP01_0600100,PVP01_0600700,PVP01_0624400,PVP01_0625000,PVP01_0700200,PVP01_0736900,PVP01_0839600,PVP01_0841000,PVP01_0900600,PVP01_0950000,PVP01_1100200,PVP01_1148700,PVP01_1149500,PVP01_1201000,PVP01_1347800,PVP01_1472200,PVP01_1472500			
OG0000013														PRCDC_0001600.1,PRCDC_0001700.1,PRCDC_0001800.1,PRCDC_0002900.1,PRCDC_0003300.1,PRCDC_0003500.1,PRCDC_0003900.1,PRCDC_0004000.1,PRCDC_0004300.1,PRCDC_0004500.1,PRCDC_0006900.1,PRCDC_0007300.1,PRCDC_0010500.1,PRCDC_0011600.1,PRCDC_0012000.1,PRCDC_0012200.1,PRCDC_0012700.1,PRCDC_0015400.1,PRCDC_0017700.1,PRCDC_0019700.1,PRCDC_0020000.1,PRCDC_0020700.1,PRCDC_0024500.1,PRCDC_0026700.1,PRCDC_0031700.1,PRCDC_0036100.1,PRCDC_0036200.1,PRCDC_0036300.1,PRCDC_0036500.1,PRCDC_0036700.1,PRCDC_0036900.1,PRCDC_0037500.1,PRCDC_0037600.1,PRCDC_0037700.1,PRCDC_0038700.1,PRCDC_0039700.1,PRCDC_0039900.1,PRCDC_0040800.1,PRCDC_0041200.1,PRCDC_0041400.1,PRCDC_0042900.1,PRCDC_0043100.1,PRCDC_0043300.1,PRCDC_0045200.1,PRCDC_0051800.1,PRCDC_0052300.1,PRCDC_0053400.1,PRCDC_0056800.1,PRCDC_0301500.1,PRCDC_0400100.1,PRCDC_0400300.1,PRCDC_0409800.1,PRCDC_0410300.1,PRCDC_0410900.1,PRCDC_0418200.1,PRCDC_0418500.1,PRCDC_0418600.1,PRCDC_0418700.1,PRCDC_0700100.1,PRCDC_0709900.1,PRCDC_0710100.1,PRCDC_0710400.1,PRCDC_0710500.1,PRCDC_0808200.1,PRCDC_0808300.1,PRCDC_0808400.1,PRCDC_1039000.1,PRCDC_1100100.1,PRCDC_1218600.1,PRCDC_1239600.1,PRCDC_1239700.1,PRCDC_1239900.1,PRCDC_1240000.1				
OG0000014														PRCDC_0002100.1,PRCDC_0006300.1,PRCDC_0006500.1,PRCDC_0006800.1,PRCDC_0007800.1,PRCDC_0009400.1,PRCDC_0010300.1,PRCDC_0010700.1,PRCDC_0011000.1,PRCDC_0012600.1,PRCDC_0013800.1,PRCDC_0016200.1,PRCDC_0017200.1,PRCDC_0017300.1,PRCDC_0017900.1,PRCDC_0020100.1,PRCDC_0020200.1,PRCDC_0020800.1,PRCDC_0021700.1,PRCDC_0022100.1,PRCDC_0022600.1,PRCDC_0022900.1,PRCDC_0023300.1,PRCDC_0023500.1,PRCDC_0024000.1,PRCDC_0024700.1,PRCDC_0026900.1,PRCDC_0027400.1,PRCDC_0027600.1,PRCDC_0028100.1,PRCDC_0028200.1,PRCDC_0028400.1,PRCDC_0029400.1,PRCDC_0030800.1,PRCDC_0031600.1,PRCDC_0031800.1,PRCDC_0033300.1,PRCDC_0034200.1,PRCDC_0034500.1,PRCDC_0034600.1,PRCDC_0035600.1,PRCDC_0039200.1,PRCDC_0039500.1,PRCDC_0040500.1,PRCDC_0040700.1,PRCDC_0041100.1,PRCDC_0041900.1,PRCDC_0042500.1,PRCDC_0042600.1,PRCDC_0043800.1,PRCDC_0044300.1,PRCDC_0044400.1,PRCDC_0048200.1,PRCDC_0048900.1,PRCDC_0049800.1,PRCDC_0049900.1,PRCDC_0050500.1,PRCDC_0051600.1,PRCDC_0052200.1,PRCDC_0052600.1,PRCDC_0052700.1,PRCDC_0053500.1,PRCDC_0055000.1,PRCDC_0055200.1,PRCDC_0056600.1,PRCDC_0057500.1,PRCDC_0059200.1,PRCDC_0061500.1,PRCDC_0113500.1,PRCDC_0410500.1,PRCDC_1100200.1,PRCDC_1400100.1				
OG0000015		KAF8819671.1	cgd5_4390-RA	cyc_02727	ETH2_1592700	Htart_000323000	VWU52038	Ncaninum_LIV_000210800	NEPH_007454-T1	PF3D7_0102600.1,PF3D7_0301200.1,PF3D7_0424500.1,PF3D7_0424700.1,PF3D7_0500900.1,PF3D7_0726200.1,PF3D7_0805700.1,PF3D7_0902000.1,PF3D7_0902100.1,PF3D7_0902200.1,PF3D7_0902300.1,PF3D7_0902400.1,PF3D7_0902500.1,PF3D7_0902600.1,PF3D7_1016400.1,PF3D7_1039000.1,PF3D7_1149300.1,PF3D7_1200800.1,PF3D7_1371700.1	PGSY75_0003900.1,PGSY75_0008400.1,PGSY75_0102600.1,PGSY75_0301200.1,PGSY75_0424700.1,PGSY75_0500900.1,PGSY75_0726200.1,PGSY75_0731400.1,PGSY75_0805700.1,PGSY75_0902000.1,PGSY75_0902050.1,PGSY75_0902100.1,PGSY75_0902200.1,PGSY75_0902500.1,PGSY75_0902600.1,PGSY75_1016400.1,PGSY75_1039000.2,PGSY75_1149300.1,PGSY75_1200800.1,PGSY75_1476400.1	PGAL8A_00108200	PKNH_0113200	PRCDC_0100500.1,PRCDC_0300300.1,PRCDC_0421700.1,PRCDC_0421900.1,PRCDC_0500200.1,PRCDC_0723000.1,PRCDC_0805300.1,PRCDC_0900200.1,PRCDC_0900400.1,PRCDC_0900500.1,PRCDC_0900700.1,PRCDC_0900800.1,PRCDC_1015800.1,PRCDC_1038100.1,PRCDC_1147200.1,PRCDC_1200200.1,PRCDC_1369600.1,PRCDC_1475400.1	PVP01_0114800	SN3_02900290		TGME49_289050
OG0000016	EDO05168.1,EDO08651.2	KAF8817726.1,KAF8818748.1,KAF8819161.1,KAF8819767.1,KAF8820142.1,KAF8822799.1,KAF8822879.1	cgd1_2360-RA,cgd5_4070-RA,cgd7_810-RA	cyc_01478,cyc_04934	ETH2_0939300,ETH2_1368000,ETH2_1430100	Htart_000105000,Htart_000284000,Htart_000400700	VWU49147,VWU51114,VWU51843,VWU52997	Ncaninum_LIV_000187100,Ncaninum_LIV_000467500,Ncaninum_LIV_000609100,Ncaninum_LIV_000706400	NEPH_001276-T1,NEPH_002145-T1,NEPH_002459-T1,NEPH_005385-T1,NEPH_007079-T1,NEPH_007201-T1	PF3D7_0314400.1,PF3D7_0925400.1,PF3D7_0927700.1,PF3D7_1018200.1	PGSY75_0314400.1,PGSY75_0925400.1,PGSY75_0927700.1,PGSY75_1018200.1	PGAL8A_00013700,PGAL8A_00438200,PGAL8A_00440500,PGAL8A_00477300	PKNH_0602400,PKNH_0723300,PKNH_0726100,PKNH_0827700	PRCDC_0313700.1,PRCDC_0923400.1,PRCDC_0925700.1,PRCDC_1017600.1	PVP01_0723900,PVP01_0726200,PVP01_0825700	SN3_00101885,SN3_00401545,SN3_02100515,SN3_02400465	TA12805,TA15515	TGME49_215170,TGME49_224220,TGME49_286210,TGME49_301010
OG0000017	EDO07409.1	KAF8819608.1,KAF8819883.1	cgd6_4080-RA	cyc_06478,cyc_07516	ETH2_0729900,ETH2_0920000	Htart_000344300	VWU50289,VWU51766	Ncaninum_LIV_000635100	NEPH_005989-T1	PF3D7_0702200.1,PF3D7_0709700.1,PF3D7_0936700.1,PF3D7_0937200.1,PF3D7_1038900.1,PF3D7_1252600.1,PF3D7_1401500.1,PF3D7_1476700.1,PF3D7_1476800.1	PGSY75_0022400.1,PGSY75_0025500.1,PGSY75_0031300.1,PGSY75_0102400.1,PGSY75_0102400.2,PGSY75_0702200.1,PGSY75_0709700.1,PGSY75_0936700.1,PGSY75_0937200.1,PGSY75_1038900.1,PGSY75_1252600.1,PGSY75_1476700.1,PGSY75_1476800.1	PGAL8A_00049900	PKNH_0108300,PKNH_0108400,PKNH_0516400,PKNH_0735000,PKNH_1301100,PKNH_1324900,PKNH_1401500	PRCDC_0060200.1,PRCDC_0100300.1,PRCDC_0707900.1,PRCDC_0934800.1,PRCDC_0935300.1,PRCDC_0935500.1,PRCDC_1037900.1,PRCDC_1252000.1,PRCDC_1400800.1,PRCDC_1475700.1,PRCDC_1475800.1	PVP01_0000190,PVP01_0110000,PVP01_0110100,PVP01_0503500,PVP01_0533200,PVP01_1034300,PVP01_1271500,PVP01_1401900	SN3_02800255	TA02875,TA03315	TGME49_306330
OG0000018		KAF8819009.1,KAF8819397.1	cgd2_1310-RA	cyc_00684,cyc_00937,cyc_00938,cyc_01185,cyc_01879,cyc_01958,cyc_01959,cyc_02757,cyc_04301,cyc_06171,cyc_06662,cyc_07567,cyc_07652	ETH2_0938200,ETH2_1137800,ETH2_1138000,ETH2_1313500,ETH2_1349400,ETH2_1437600,ETH2_1438300,ETH2_1439100,ETH2_1439200	Htart_000181500	VWU50021,VWU52746,VWU52756	Ncaninum_LIV_000278200,Ncaninum_LIV_000287900,Ncaninum_LIV_000464900,Ncaninum_LIV_000501100,Ncaninum_LIV_000555000,Ncaninum_LIV_000626700,Ncaninum_LIV_000693100	NEPH_003362-T1,NEPH_007306-T1,NEPH_008205-T1	PF3D7_0104800.1,PF3D7_1129900.1	PGSY75_0104800.1,PGSY75_1129900.1	PGAL8A_00100900,PGAL8A_00356800	PKNH_0208700,PKNH_0927800	PRCDC_0102700.1,PRCDC_1128300.1	PVP01_0209900,PVP01_0930500	SN3_00100025,SN3_00102060,SN3_00600265,SN3_00800345,SN3_01100555,SN3_01500355,SN3_04000225,SN3_04300055		TGME49_215490,TGME49_220600,TGME49_240810,TGME49_248420,TGME49_249580,TGME49_290860,TGME49_318150
OG0000019		KAF8819154.1,KAF8819918.1,KAF8819994.1,KAF8820778.1,KAF8820890.1,KAF8822211.1,KAF8822464.1,KAF8822609.1,KAF8823024.1	cgd2_3660-RA,cgd6_4840-RA	cyc_00725,cyc_05284,cyc_05542,cyc_07265	ETH2_0102900,ETH2_1025400,ETH2_1042200,ETH2_1217800,ETH2_1503700,ETH2_1503800	Htart_000181400	VWU51907	Ncaninum_LIV_000006400,Ncaninum_LIV_000081000,Ncaninum_LIV_000291200,Ncaninum_LIV_000488700,Ncaninum_LIV_000489500,Ncaninum_LIV_000651000,Ncaninum_LIV_000652600,Ncaninum_LIV_000725300	NEPH_000564-T1,NEPH_000797-T1,NEPH_000969-T1,NEPH_002261-T1,NEPH_003558-T1,NEPH_004137-T1,NEPH_005758-T1,NEPH_007583-T1,NEPH_009898-T1,NEPH_010105-T1	PF3D7_0507500.1	PGSY75_0507500.1	PGAL8A_00028600	PKNH_1026100	PRCDC_0506700.1	PVP01_1026500	SN3_00100770,SN3_00101610,SN3_00102305,SN3_00201595,SN3_00201600,SN3_00202675,SN3_00900290,SN3_02300365		TGME49_200350,TGME49_204050,TGME49_204360,TGME49_221830,TGME49_231060,TGME49_235860,TGME49_235950,TGME49_248760
OG0000020												PGAL8A_00000100,PGAL8A_00022000,PGAL8A_00022200,PGAL8A_00022300,PGAL8A_00040200,PGAL8A_00040500,PGAL8A_00040700,PGAL8A_00040750,PGAL8A_00042400,PGAL8A_00077300,PGAL8A_00179000,PGAL8A_00179300,PGAL8A_00179400,PGAL8A_00179900,PGAL8A_00190400,PGAL8A_00190500,PGAL8A_00190600,PGAL8A_00191700,PGAL8A_00194600,PGAL8A_00269400,PGAL8A_00269800,PGAL8A_00270300,PGAL8A_00270500,PGAL8A_00271000,PGAL8A_00271100,PGAL8A_00271300,PGAL8A_00271800,PGAL8A_00321400,PGAL8A_00323300,PGAL8A_00324000,PGAL8A_00324700,PGAL8A_00325000,PGAL8A_00325500,PGAL8A_00327500,PGAL8A_00327600,PGAL8A_00328000,PGAL8A_00328100,PGAL8A_00328400,PGAL8A_00376700,PGAL8A_00377400,PGAL8A_00377900,PGAL8A_00378000,PGAL8A_00411200,PGAL8A_00411300,PGAL8A_00411700,PGAL8A_00412400,PGAL8A_00412600,PGAL8A_00412800,PGAL8A_00450800,PGAL8A_00473800,PGAL8A_00474000,PGAL8A_00474100,PGAL8A_00474400,PGAL8A_00474700,PGAL8A_00497600,PGAL8A_00498300						
OG0000021	EDO07127.1,EDO08563.1	KAF8819470.1,KAF8819966.1,KAF8821120.1,KAF8821402.1	cgd3_680-RA,cgd6_4880-RA,cgd7_2850-RA	cyc_04002	ETH2_1522100	Htart_000095900,Htart_000213900	VWU49017,VWU50336,VWU50483	Ncaninum_LIV_000737900	NEPH_001608-T1,NEPH_005482-T1,NEPH_008196-T1,NEPH_009377-T1,NEPH_010581-T1	PF3D7_1115300.1,PF3D7_1115400.1,PF3D7_1115700.1,PF3D7_1458000.1	PGSY75_1115300.1,PGSY75_1115400.1,PGSY75_1115700.1,PGSY75_1458000.1	PGAL8A_00217300,PGAL8A_00342100	PKNH_0912800,PKNH_0912900,PKNH_0913000,PKNH_1223800	PRCDC_0019600.1,PRCDC_1113800.1,PRCDC_1113900.1,PRCDC_1457300.1	PVP01_0916000,PVP01_0916100,PVP01_0916200,PVP01_1248900	SN3_00900525	TA03720,TA03725,TA03730,TA03735,TA03740,TA03745,TA03750,TA15660,TA15715	TGME49_321530
OG0000022	EDO05767.1,EDO07190.1,EDO08640.1	KAF8820104.1,KAF8820425.1,KAF8820491.1,KAF8820492.1,KAF8821635.1	cgd1_330-RA,cgd3_3780-RA,cgd4_1730-RA	cyc_01682,cyc_02965,cyc_06599	ETH2_0105800,ETH2_0404600,ETH2_1103300,ETH2_1462700	Htart_000279200,Htart_000387500	VWU49024,VWU50721	Ncaninum_LIV_000047300,Ncaninum_LIV_000296200,Ncaninum_LIV_000491300,Ncaninum_LIV_000738900	NEPH_000333-T1,NEPH_001304-T1,NEPH_002671-T1,NEPH_002906-T1,NEPH_005480-T1,NEPH_005845-T1	PF3D7_0619400.1,PF3D7_0711000.1	PGSY75_0619400.1,PGSY75_0711000.1	PGAL8A_00051100,PGAL8A_00147800	PKNH_0109700,PKNH_1131000	PRCDC_0617800.1,PRCDC_0709200.1	PVP01_0111400,PVP01_1130100	SN3_00100225,SN3_00100850,SN3_00301655,SN3_02500550	TA04855,TA06500	TGME49_235610,TGME49_247390,TGME49_273090,TGME49_321640,TGME49_324300
OG0000023														PRCDC_0002200.1,PRCDC_0002700.1,PRCDC_0004200.1,PRCDC_0004600.1,PRCDC_0007500.1,PRCDC_0009200.1,PRCDC_0010200.1,PRCDC_0011700.1,PRCDC_0013700.1,PRCDC_0015600.1,PRCDC_0017000.1,PRCDC_0019300.1,PRCDC_0019800.1,PRCDC_0022000.1,PRCDC_0022400.1,PRCDC_0023900.1,PRCDC_0024200.1,PRCDC_0026200.1,PRCDC_0029600.1,PRCDC_0030300.1,PRCDC_0031300.1,PRCDC_0033800.1,PRCDC_0034000.1,PRCDC_0034300.1,PRCDC_0034700.1,PRCDC_0035200.1,PRCDC_0038000.1,PRCDC_0039000.1,PRCDC_0041000.1,PRCDC_0043600.1,PRCDC_0044100.1,PRCDC_0044700.1,PRCDC_0046300.1,PRCDC_0047000.1,PRCDC_0047300.1,PRCDC_0047800.1,PRCDC_0048300.1,PRCDC_0049000.1,PRCDC_0053600.1,PRCDC_0053800.1,PRCDC_0054900.1,PRCDC_0055300.1,PRCDC_0055400.1,PRCDC_0056700.1,PRCDC_0056900.1,PRCDC_0060300.1,PRCDC_0060400.1,PRCDC_0300100.1,PRCDC_0301600.1,PRCDC_0410700.1,PRCDC_0729000.1,PRCDC_0729500.1,PRCDC_0729900.1,PRCDC_1038700.1,PRCDC_1400300.1				
OG0000024	EDO05254.1,EDO06365.2,EDO08455.1	KAF8819409.1,KAF8821499.1	cgd7_2620-RA	cyc_02239,cyc_03877,cyc_03878,cyc_06085,cyc_06087	ETH2_0921500,ETH2_0921900,ETH2_1239200,ETH2_1263400	Htart_000102700,Htart_000102800,Htart_000305500	VWU48595,VWU48635	Ncaninum_LIV_000012400,Ncaninum_LIV_000099900,Ncaninum_LIV_000441400,Ncaninum_LIV_000456900,Ncaninum_LIV_000668900	NEPH_001189-T1,NEPH_004821-T1,NEPH_005647-T1,NEPH_007938-T1,NEPH_008820-T1,NEPH_010718-T1	PF3D7_0816600.1,PF3D7_1116800.1	PGSY75_0816600.1,PGSY75_1116800.1	PGAL8A_00085600,PGAL8A_00343400	PKNH_0503800,PKNH_0914500	PRCDC_0815900.1,PRCDC_1115200.1	PVP01_0518700,PVP01_0917400	SN3_00400085,SN3_01100670,SN3_01700560,SN3_03500145	TA07095,TA09910	TGME49_202580,TGME49_257990,TGME49_268650,TGME49_275690,TGME49_282200
OG0000025																	TA02740,TA04895,TA05540,TA05545,TA05550,TA05555,TA05560,TA05565,TA05570,TA05575,TA05580,TA09420,TA09425,TA09430,TA09435,TA09785,TA09790,TA09795,TA09800,TA09805,TA09810,TA09865,TA11385,TA11390,TA11395,TA11400,TA11410,TA16025,TA16030,TA16035,TA16040,TA16045,TA17120,TA17125,TA17130,TA17135,TA17140,TA17346,TA17475,TA17480,TA17485,TA17535,TA17540,TA17545,TA17550,TA17555,TA18860,TA18865,TA18885,TA18890,TA18895,TA18950,TA19005,TA19060	
OG0000026	EDO06379.2,EDO06686.1,EDO06693.1,EDO07426.2	KAF8822190.1,KAF8822447.1,KAF8822753.1	cgd6_3970-RA	cyc_00276,cyc_05907	ETH2_0414300,ETH2_0850400,ETH2_1433700	Htart_000248900,Htart_000257700,Htart_000264900	VWU48118,VWU49441,VWU51229	Ncaninum_LIV_000013300,Ncaninum_LIV_000294700,Ncaninum_LIV_000777000	NEPH_001629-T1,NEPH_001688-T1,NEPH_005991-T1,NEPH_007664-T1,NEPH_008236-T1	PF3D7_0304500.1,PF3D7_0606900.1,PF3D7_0709200.1	PGSY75_0304500.1,PGSY75_0606900.1,PGSY75_0709200.1	PGAL8A_00003800,PGAL8A_00049400,PGAL8A_00135400	PKNH_0107800,PKNH_0838600,PKNH_1143400	PRCDC_0303800.1,PRCDC_0605500.1,PRCDC_0707400.1	PVP01_0109500,PVP01_0835700,PVP01_1142100	SN3_00201915,SN3_00400260,SN3_03500180	TA06770,TA11820	TGME49_238070,TGME49_247580,TGME49_268730
OG0000027	EDO05096.2,EDO05099.2,EDO05101.2,EDO05212.1,EDO05216.2,EDO05218.2,EDO05225.2,EDO05532.2,EDO05594.2,EDO05598.2,EDO05603.2,EDO05620.2,EDO05635.1,EDO05746.2,EDO05880.2,EDO05881.2,EDO05964.2,EDO05971.2,EDO05998.2,EDO06051.2,EDO06054.2,EDO06095.2,EDO06187.2,EDO06368.2,EDO06629.2,EDO06632.2,EDO06733.1,EDO06925.1,EDO06928.2,EDO07152.2,EDO07578.2,EDO07634.1,EDO07637.2,EDO07682.2,EDO07694.2,EDO07798.2,EDO07873.2,EDO08169.2,EDO08330.2,EDO08747.2,EDO08749.1,KAG6440027.1,KAG6440095.1,KAG6440132.1,KAG6440187.1,KAG6440198.1,KAG6440203.1,KAG6440213.1,KAG6440214.1,KAG6440215.1,KAG6440224.1																	
OG0000028	EDO05205.1,EDO05206.1,EDO05209.1,EDO05210.1,EDO05211.1,EDO05221.1,EDO05226.2,EDO05467.1,EDO05468.1,EDO05470.1,EDO05471.1,EDO05596.1,EDO05604.1,EDO05609.1,EDO05967.1,EDO06000.1,EDO06096.1,EDO06097.1,EDO06184.1,EDO06185.1,EDO06370.2,EDO06371.1,EDO06377.1,EDO06630.1,EDO06631.1,EDO06728.1,EDO06732.1,EDO06998.2,EDO07001.1,EDO07002.1,EDO07147.1,EDO07150.1,EDO07151.1,EDO07566.1,EDO07571.1,EDO07574.1,EDO07636.1,EDO07699.1,EDO07800.1,EDO07801.1,EDO08331.1,EDO08334.1,EDO08745.1,KAG6439994.1,KAG6440004.1,KAG6440014.1,KAG6440017.1,KAG6440135.1,KAG6440145.1,KAG6440165.1,KAG6440195.1																	
OG0000029	EDO06861.1,EDO07045.1,EDO08646.1	KAF8817776.1,KAF8819192.1,KAF8820096.1,KAF8822615.1,KAF8822912.1	cgd1_870-RA,cgd2_2810-RA,cgd2_4120-RA,cgd5_3350-RA	cyc_03083,cyc_04538,cyc_04539	ETH2_0658300,ETH2_1148800	Htart_000213800,Htart_000287400	VWU49015,VWU50334,VWU51480	Ncaninum_LIV_000084900,Ncaninum_LIV_000089300,Ncaninum_LIV_000641200	NEPH_002308-T1,NEPH_004116-T1,NEPH_007642-T1,NEPH_008226-T1,NEPH_008519-T1,NEPH_010620-T1	PF3D7_0322000.1,PF3D7_1115600.1	PGSY75_0322000.1,PGSY75_1115600.1	PGAL8A_00342300,PGAL8A_00394300	PKNH_0818800,PKNH_0913200	PRCDC_0321300.1,PRCDC_1114100.1	PVP01_0818200,PVP01_0916400	SN3_00102885,SN3_03100270	TA03410,TA13185,TA19600	TGME49_205700,TGME49_229940,TGME49_230520
OG0000030										PF3D7_0100100.1,PF3D7_0115700.1,PF3D7_0200100.1,PF3D7_0223500.1,PF3D7_0300100.1,PF3D7_0324900.1,PF3D7_0400100.1,PF3D7_0400400.1,PF3D7_0412400.1,PF3D7_0412700.1,PF3D7_0412900.1,PF3D7_0413100.1,PF3D7_0420700.1,PF3D7_0420900.1,PF3D7_0421100.1,PF3D7_0421300.1,PF3D7_0425800.1,PF3D7_0426000.1,PF3D7_0500100.1,PF3D7_0617400.1,PF3D7_0632800.1,PF3D7_0700100.1,PF3D7_0711700.1,PF3D7_0712000.1,PF3D7_0712300.1,PF3D7_0712400.1,PF3D7_0712600.1,PF3D7_0712800.1,PF3D7_0712900.1,PF3D7_0733000.1,PF3D7_0800100.1,PF3D7_0800300.1,PF3D7_0808600.1,PF3D7_0808700.1,PF3D7_0809100.1,PF3D7_0833500.1,PF3D7_0900100.1,PF3D7_0937800.1,PF3D7_1000100.1,PF3D7_1041300.1,PF3D7_1100100.1,PF3D7_1150400.1,PF3D7_1200100.1,PF3D7_1219300.1,PF3D7_1240300.1,PF3D7_1240400.1,PF3D7_1240600.1,PF3D7_1240900.1,PF3D7_1255200.1,PF3D7_1300100.1,PF3D7_1373500.1								
OG0000031															PVP01_0001490,PVP01_0001590,PVP01_0001800,PVP01_0001910,PVP01_0001990,PVP01_0002140,PVP01_0002320,PVP01_0002390,PVP01_0002720,PVP01_0003130,PVP01_0003320,PVP01_0004110,PVP01_0004960,PVP01_0005000,PVP01_0005170,PVP01_0005420,PVP01_0005460,PVP01_0006060,PVP01_0006270,PVP01_0006500,PVP01_0006690,PVP01_0006940,PVP01_0006950,PVP01_0006980,PVP01_0007230,PVP01_0007470,PVP01_0007730,PVP01_0007820,PVP01_0008380,PVP01_0008700,PVP01_0008840,PVP01_0008920,PVP01_0009050,PVP01_0009060,PVP01_0009160,PVP01_0009330,PVP01_0009400,PVP01_0009460,PVP01_0009490,PVP01_0009620,PVP01_0009800,PVP01_0010060,PVP01_0010490,PVP01_0010890,PVP01_0100200,PVP01_0122100,PVP01_0220000,PVP01_0839800,PVP01_1200300,PVP01_1472300,PVP01_1472400			
